    0.578867     0.569713    -0.642262     0.000000      1
    0.048576     1.118025    -0.642262     0.000000      1
    0.054903    -0.789654    -0.642262     0.000000      1
    0.027866    -0.813384    -0.642262     0.000000      1
    0.044876    -0.311791    -0.642262     0.000000      1
    0.020802     0.659012    -0.642262     0.000000      1
    0.042954    -1.095013    -0.642262     0.000000      1
    0.172969    -1.966773    -0.642262     0.000000      1
    0.663342    -1.048099    -0.642262     1.000000      1
    0.276948     1.132442    -0.642262     0.000000      1
    0.449241     0.280672    -0.642262     0.000000      1
    0.020558    -0.498683    -0.642262     0.000000      1
    0.003805     3.254492    -0.642262     0.000000      1
    0.053022     1.152171    -0.642262     0.000000      1
    0.650675    -0.769831    -0.642262     0.000000      1
    0.406100    -0.748374    -0.549577     0.000000      2
    0.293170     0.227502    -0.549577     1.000000      2
    0.115844     2.001039    -0.549577     0.000000      2
    0.627992    -0.604605    -0.549577     0.000000      2
    0.508800     0.948718    -0.549577     0.000000      2
    1.734024     0.832758    -0.549577     1.000000      2
    0.386378     0.866506    -0.549577     0.000000      2
    0.404600    -0.692320    -0.549577     1.000000      2
    0.307168    -0.362292    -0.549577     0.000000      2
    0.566595     1.681729    -0.549577     1.000000      2
    0.431047     0.100804    -0.549577     0.000000      2
    1.505900    -0.203771    -0.549577     1.000000      2
    0.022296    -0.113815    -0.549577     1.000000      2
    0.459950    -0.964958    -0.549577     1.000000      2
    0.664826    -0.518462    -0.549577     0.000000      2
    0.727527    -0.281077    -1.281570     1.000000      3
    0.218066    -2.798568    -1.281570     1.000000      3
    0.096704    -1.182616    -1.281570     0.000000      3
    0.945389     0.513196    -1.281570     1.000000      3
    0.707277     0.634435    -1.281570     0.000000      3
    0.248228    -0.255317    -1.281570     1.000000      3
    0.255563     2.443511    -1.281570     1.000000      3
    0.096161     0.785583    -1.281570     1.000000      3
    1.567514     0.195401    -1.281570     1.000000      3
    0.292324     0.339822    -1.281570     0.000000      3
    0.149334    -1.684174    -1.281570     1.000000      3
    0.668644    -0.659480    -1.281570     0.000000      3
    0.947632    -0.741548    -1.281570     0.000000      3
    0.122247    -0.219912    -1.281570     0.000000      3
    0.097842     0.318486    -1.281570     1.000000      3
    0.430796     0.731887    -0.305768     0.000000      4
    0.689148     0.600931    -0.305768     1.000000      4
    0.225977     0.803575    -0.305768     0.000000      4
    0.276752    -0.141509    -0.305768     1.000000      4
    0.332683     0.307231    -0.305768     0.000000      4
    0.193162     0.697526    -0.305768     0.000000      4
    0.442807    -0.205993    -0.305768     0.000000      4
    0.128232     1.116172    -0.305768     0.000000      4
    0.119973    -1.273245    -0.305768     0.000000      4
    0.018609    -0.851612    -0.305768     0.000000      4
    0.371754     1.079749    -0.305768     0.000000      4
    0.741654    -0.168311    -0.305768     0.000000      4
    0.624771     0.540446    -0.305768     0.000000      4
    0.410924    -0.467853    -0.305768     0.000000      4
    2.449722    -1.891390    -0.305768     0.000000      4
    0.210088    -1.654380    -0.276015     0.000000      5
    0.185842     1.086637    -0.276015     0.000000      5
    1.326326    -0.434731    -0.276015     0.000000      5
    0.397967    -1.157405    -0.276015     0.000000      5
    0.726455    -0.084283    -0.276015     1.000000      5
    0.420348    -0.428690    -0.276015     1.000000      5
    0.024306     0.025463    -0.276015     0.000000      5
    0.172972     0.779069    -0.276015     0.000000      5
    0.026793    -0.051904    -0.276015     0.000000      5
    0.179103     0.185027    -0.276015     0.000000      5
    0.296494     1.627869    -0.276015     0.000000      5
    0.347633    -1.488994    -0.276015     0.000000      5
    1.877493    -1.078372    -0.276015     0.000000      5
    0.123189     0.197887    -0.276015     0.000000      5
    0.162623     1.412333    -0.276015     0.000000      5
    0.150487    -0.827532    -1.656579     1.000000      6
    0.374382    -0.167187    -1.656579     1.000000      6
    0.139266    -0.916580    -1.656579     0.000000      6
